controller,unsafe_time,control_energy,position_error,motor_heat,max_abs_position,productivity,seed
PID,0.2361111111111111,0.8505933484425617,0.8580045756657809,5.615035307519651,2.2044563266516826,0.2086602226998873,1907
GSCX,0.0061111111111111,0.3947335894098533,0.2971478549577229,2.67735899027397,1.2917002695892408,0.3842188197003841,1907
PID,0.5811111111111111,0.9177194511900983,1.6285384162941976,6.054739869984196,4.151821178864575,0.1561803382485531,1908
GSCX,0.0,0.4230978444008196,0.3037806504701061,2.854131929629508,1.199252984048502,0.3748955992206334,1908
PID,0.3166666666666666,0.8632050880331147,0.9253384508687514,5.698417801219221,2.541747037746599,0.1991065243177648,1909
GSCX,0.1291666666666666,0.5902094417750451,0.5638504951526409,4.003516853842007,2.752576219138994,0.2669131873110289,1909
PID,0.7158333333333333,0.938537787761963,1.9526371761921133,6.207779176024902,4.539344414500668,0.1427853366623575,1910
GSCX,0.0022222222222222,0.3790201521041681,0.2701908650010477,2.564305012673674,1.2125314068682242,0.3979304804940323,1910
PID,0.4222222222222222,0.8902103529977061,1.156618888932975,5.912444461522211,3.2614088574282376,0.1799913584352695,1911
GSCX,0.0216666666666666,0.4276977105454342,0.3195142759014568,2.8692156476015547,1.5858433748197835,0.3623026916536133,1911
PID,0.6641666666666667,0.93036033213456,1.7144845147444845,6.143269044804369,3.934259861056612,0.1517216508576267,1912
GSCX,0.1561111111111111,0.6671552527255656,0.6177416429394151,4.347453873847691,1.8131693474917636,0.2580621213380743,1912
PID,0.3105555555555555,0.8577948971274121,0.972681791442312,5.65975698450483,3.0322394468195464,0.1956450619071138,1913
GSCX,0.02,0.4964218310896368,0.3786300611963042,3.374080741507889,1.4966109910725922,0.3310814859436859,1913
