controller,seed,survival,peak_A,unsafe_time,control_energy,raw_control_energy,recovered_energy,recovery_fraction,phase_lock_score,fusion_yield,yield_per_energy,chaos_suppression_index
GSC_TX1_FIELD_MATRIX,24,1,0.9631916052708145,0.0,33.4463651469429,33.48437306835023,0.03800792140729959,0.0011350943118624483,0.13870638978659272,8.131764163481511,0.2431284872814244,33446365146.9429
GSC_TX1_FIELD_MATRIX,25,1,0.9506020606491892,0.0,33.47636971412786,33.510418397957494,0.03404868382959179,0.0010160626293657688,0.13869326146006075,7.587332536379432,0.22664741132162675,33476369714.12786
GSC_TX1_FIELD_MATRIX,26,1,0.955018847361838,0.0,33.17645497241554,33.212133034033826,0.035678061618310976,0.0010742478232480873,0.13873899711498963,7.647659616489479,0.23051467140228177,33176454972.41554
GSC_TX1_FIELD_MATRIX,27,1,0.9610308815134092,0.0,32.95883809669981,32.99767650597154,0.038838409271683215,0.0011770043646399675,0.13895062232328795,7.830967401888116,0.23759840619001185,32958838096.699806
GSC_TX1_FIELD_MATRIX,28,1,0.9704227660867025,0.0,33.52378411850733,33.56018921714662,0.03640509863932477,0.0010847703629644572,0.13865448013937054,7.757228974988101,0.23139478966141558,33523784118.507328
GSC_TX1_FIELD_MATRIX,29,1,0.9719105143224296,0.0,32.959278147331354,32.99836406556342,0.03908591823213875,0.0011844804837383963,0.13862432362164193,7.457932858958716,0.22627719045892677,32959278147.331352
GSC_TX1_FIELD_MATRIX,30,1,0.9638552480918474,0.0,33.466675564023696,33.50434120085478,0.03766563683119174,0.001124201684917971,0.1389088217166066,7.848981723345169,0.23453126403592373,33466675564.023693
GSC_TX1_FIELD_MATRIX,31,1,0.9706687623531622,0.0,33.50599671324534,33.54322464773634,0.03722793449105793,0.0011098496009524358,0.1387498782151191,7.333199083780133,0.21886228743830702,33505996713.245335
GSC_TX1_FIELD_MATRIX,32,1,0.9625745858797446,0.0,33.35730587067732,33.391371570850744,0.034065700173427554,0.0010201946961096164,0.1388973324323435,7.457480161390527,0.22356362321581996,33357305870.67732
GSC_TX1_FIELD_MATRIX,33,1,0.9564865182460747,0.0,33.51527829845992,33.54940318370795,0.03412488524814009,0.001017153272750153,0.13887011382824266,7.469425319130836,0.2228662776537709,33515278298.459915
GSC_TX1_FIELD_MATRIX,34,1,0.9593239811905782,0.0,33.3515473392048,33.386563055279154,0.035015716074229535,0.0010487966675456874,0.13882430311516777,7.998868096209664,0.23983499220041127,33351547339.204796
GSC_TX1_FIELD_MATRIX,35,1,0.9638254079340525,0.0,33.645856844851025,33.67917035727965,0.03331351242850908,0.0009891429056630347,0.1387089830313151,7.7699683520838505,0.2309338825187919,33645856844.851025
GSC_TX1_FIELD_MATRIX,36,1,0.9621206794091991,0.0,33.36408327000802,33.401830335597296,0.03774706558927065,0.00113008973487038,0.1388427350905102,8.100281483913475,0.24278447629197353,33364083270.008015
GSC_TX1_FIELD_MATRIX,37,1,0.9612679767013331,0.0,33.33096344286034,33.36579098459089,0.03482754173042707,0.0010438098633857489,0.1388589239137164,7.82177910330726,0.23467005736217492,33330963442.860336
GSC_TX1_FIELD_MATRIX,38,1,0.9524746304364003,0.0,33.34580810742603,33.38311673828951,0.03730863086348353,0.0011175898030987017,0.13871609833146742,7.603268489132291,0.22801272245104323,33345808107.42603
GSC_TX1_FIELD_MATRIX,39,1,0.9615968658090318,0.0,33.512732581445015,33.55033993040988,0.03760734896488307,0.001120923038090443,0.13874339622459853,7.998256292076936,0.23866320874910288,33512732581.44501
